neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;reviews_per_month;calculated_host_listings_count;availability_365
Lisboa;Alvalade;Private room;40;1;0;;1;358
Lisboa;Misericrdia;Entire home/apt;55;3;166;1.90;3;0
Lisboa;Misericrdia;Entire home/apt;62;2;125;1.66;1;333
Sintra;Colares;Entire home/apt;65;3;67;0.77;1;364
Lisboa;Carnide;Private room;30;1;0;;1;0
Lisboa;Arroios;Entire home/apt;200;3;34;0.57;70;36
Lisboa;Santo Antnio;Entire home/apt;45;5;45;1.18;1;272
Lisboa;Arroios;Entire home/apt;99;2;30;0.34;2;337
Lisboa;Santa Maria Maior;Entire home/apt;50;3;352;3.96;16;325
Lisboa;Santa Maria Maior;Entire home/apt;60;7;20;0.26;1;4
Lisboa;Misericrdia;Private room;50;6;0;;1;0
Lisboa;Areeiro;Private room;22;3;25;0.41;6;253
Lisboa;Misericrdia;Entire home/apt;69;2;105;1.18;8;327
Cascais;Cascais e Estoril;Entire home/apt;50;3;64;0.80;4;260
Lisboa;Areeiro;Private room;100;30;0;;1;365
Lisboa;Misericrdia;Entire home/apt;46;2;299;3.37;2;112
Amadora;Falagueira-Venda Nova;Entire home/apt;60;3;8;0.10;1;232
Lisboa;Misericrdia;Entire home/apt;50;3;95;1.07;3;344
Lisboa;Misericrdia;Entire home/apt;50;3;53;0.61;3;339
Lisboa;Misericrdia;Entire home/apt;85;3;180;2.03;1;162
Lisboa;Estrela;Entire home/apt;45;2;118;2.09;3;325
Lisboa;Santo Antnio;Entire home/apt;60;2;116;1.32;9;261
Lisboa;Misericrdia;Entire home/apt;48;2;288;3.28;2;101
Lisboa;Santa Maria Maior;Entire home/apt;60;2;349;3.93;2;342
Lisboa;Arroios;Entire home/apt;30;2;264;2.98;2;275
Lisboa;Santo Antnio;Entire home/apt;75;2;100;1.45;9;270
Lisboa;Santo Antnio;Entire home/apt;130;2;23;0.36;1;265
Lisboa;Misericrdia;Private room;30;6;111;1.26;1;50
Cascais;Cascais e Estoril;Entire home/apt;60;4;45;0.51;1;358
Lisboa;Misericrdia;Entire home/apt;50;2;197;2.25;6;220
Lisboa;Santa Maria Maior;Entire home/apt;35;2;1;0.04;1;271
Lisboa;Santa Maria Maior;Entire home/apt;88;3;76;0.86;17;323
Lisboa;Misericrdia;Entire home/apt;57;3;165;2.30;2;0
Lisboa;Avenidas Novas;Private room;25;3;53;1.66;2;246
Lisboa;Santa Maria Maior;Entire home/apt;50;1;56;0.63;13;262
Lisboa;Misericrdia;Entire home/apt;40;2;130;1.68;1;20
Lisboa;Santo Antnio;Entire home/apt;75;2;39;0.95;9;271
Lisboa;Estrela;Entire home/apt;37;3;299;3.37;9;42
Cascais;Cascais e Estoril;Private room;200;3;0;;1;365
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;75;3;89;1.02;2;298
Lisboa;Campo de Ourique;Private room;39;4;300;4.64;3;49
Lisboa;Santo Antnio;Entire home/apt;60;2;146;2.13;9;303
Lisboa;Santo Antnio;Entire home/apt;75;2;90;1.04;9;284
Lisboa;Santa Maria Maior;Entire home/apt;74;3;106;1.21;17;325
Lisboa;Misericrdia;Entire home/apt;60;4;213;2.41;1;12
Cascais;Cascais e Estoril;Private room;50;1;62;0.71;1;361
Lisboa;Misericrdia;Entire home/apt;50;2;43;0.50;6;231
Lisboa;Misericrdia;Entire home/apt;244;3;24;0.30;29;345
Lisboa;Arroios;Entire home/apt;100;2;25;0.29;6;0
Lisboa;Arroios;Entire home/apt;110;2;45;0.52;6;358
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;150;3;14;0.18;70;305
Lisboa;So Vicente;Entire home/apt;120;1;2;0.03;1;0
Lisboa;Ajuda;Entire home/apt;49;2;10;0.12;1;242
Lisboa;Arroios;Private room;55;3;19;0.22;1;363
Cascais;Carcavelos e Parede;Entire home/apt;160;3;43;0.67;70;358
Lisboa;Santo Antnio;Entire home/apt;150;1;76;0.86;3;269
Mafra;Enxara do Bispo, Gradil e Vila Franca do Rosrio;Private room;40;1;0;;1;0
Lisboa;Misericrdia;Entire home/apt;53;2;247;2.80;15;325
Lisboa;Santo Antnio;Entire home/apt;60;1;99;1.46;1;341
Lisboa;Ajuda;Entire home/apt;43;4;14;0.18;1;56
Lisboa;Ajuda;Entire home/apt;43;8;27;0.31;1;190
Lisboa;So Vicente;Entire home/apt;66;3;306;3.48;2;243
Lisboa;Misericrdia;Entire home/apt;69;2;221;2.51;1;332
Mafra;Santo Isidoro;Entire home/apt;110;4;5;0.08;1;363
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Private room;20;2;14;0.34;2;322
Lisboa;Santa Maria Maior;Entire home/apt;62;1;371;4.68;4;304
Lisboa;Santo Antnio;Entire home/apt;80;3;7;0.10;29;339
Lisboa;Misericrdia;Private room;75;3;182;2.08;1;290
Lisboa;Santa Maria Maior;Entire home/apt;100;3;2;0.04;15;147
Lisboa;Santo Antnio;Private room;39;2;5;0.06;3;300
Sintra;Almargem do Bispo, Pro Pinheiro e Montelavar;Private room;80;1;0;;1;0
Lisboa;So Vicente;Entire home/apt;55;2;188;4.22;1;0
Lisboa;Santo Antnio;Private room;39;5;5;0.06;3;73
Lisboa;Santa Maria Maior;Entire home/apt;128;2;123;1.49;1;352
Lisboa;Arroios;Entire home/apt;60;120;26;0.33;1;87
Lourinh;Lourinh e Atalaia;Entire home/apt;65;3;3;0.08;2;363
Lisboa;Santa Maria Maior;Entire home/apt;50;3;247;2.87;1;354
Lisboa;Campo de Ourique;Entire home/apt;70;2;50;0.59;2;329
Lisboa;Alvalade;Entire home/apt;50;2;146;1.97;1;125
Lisboa;Lumiar;Private room;20;4;133;1.75;1;166
Lisboa;Arroios;Entire home/apt;58;3;105;1.46;1;295
Cascais;Carcavelos e Parede;Private room;50;3;73;0.86;2;0
Lisboa;So Vicente;Entire home/apt;69;3;254;2.92;2;251
Lisboa;Santo Antnio;Entire home/apt;80;3;147;1.69;22;301
Lisboa;Santa Maria Maior;Entire home/apt;90;3;42;0.50;3;149
Lisboa;Santo Antnio;Entire home/apt;50;3;243;3.17;1;311
Lisboa;Santo Antnio;Entire home/apt;36;3;206;2.36;22;262
Lisboa;Misericrdia;Entire home/apt;85;3;110;1.28;3;144
Lisboa;Misericrdia;Entire home/apt;125;1;145;1.69;26;329
Lisboa;Santa Maria Maior;Entire home/apt;60;2;39;0.49;1;0
Cascais;Cascais e Estoril;Entire home/apt;150;3;0;;1;365
Cascais;Cascais e Estoril;Entire home/apt;160;5;48;0.64;3;283
Lisboa;Santa Maria Maior;Entire home/apt;110;3;111;1.36;6;336
Lisboa;Penha de Frana;Entire home/apt;210;3;191;2.37;1;318
Lisboa;Misericrdia;Entire home/apt;80;2;77;2.71;1;286
Lisboa;Misericrdia;Entire home/apt;73;2;156;1.79;4;119
Lisboa;Misericrdia;Entire home/apt;50;2;233;2.77;1;219
Lisboa;Arroios;Entire home/apt;49;4;86;1.07;1;0
Sintra;Agualva e Mira-Sintra;Entire home/apt;75;2;67;0.78;1;88
Lisboa;Misericrdia;Entire home/apt;70;3;2;0.02;32;301
Lisboa;Misericrdia;Entire home/apt;74;2;22;0.29;4;119
Lisboa;Misericrdia;Entire home/apt;62;2;26;0.32;4;115
Lisboa;Santa Maria Maior;Private room;50;3;253;3.12;1;357
Lisboa;Santa Maria Maior;Entire home/apt;80;3;130;1.49;1;350
Lisboa;Misericrdia;Entire home/apt;80;2;156;1.88;1;347
Lisboa;Arroios;Private room;26;1;61;0.75;4;271
Lisboa;Arroios;Private room;27;1;28;0.37;4;282
Mafra;Ericeira;Entire home/apt;50;3;26;0.34;1;318
Lisboa;Santa Maria Maior;Entire home/apt;195;2;48;0.70;1;279
Lisboa;Santo Antnio;Entire home/apt;100;3;180;2.32;1;347
Lisboa;Misericrdia;Entire home/apt;55;2;194;2.31;1;342
Lisboa;Misericrdia;Entire home/apt;105;1;215;2.50;66;293
Lisboa;Misericrdia;Entire home/apt;100;1;124;1.44;66;329
Lisboa;Misericrdia;Entire home/apt;105;1;108;1.25;66;292
Lisboa;Misericrdia;Entire home/apt;100;1;81;0.94;66;339
Lisboa;Misericrdia;Entire home/apt;100;1;88;1.07;66;341
Lisboa;Misericrdia;Entire home/apt;100;1;107;1.24;66;348
Lisboa;Arroios;Entire home/apt;280;3;64;0.83;70;330
Lisboa;Arroios;Entire home/apt;330;3;50;0.62;70;310
Lisboa;Misericrdia;Entire home/apt;61;2;208;2.42;7;117
Lisboa;Arroios;Private room;28;1;67;0.82;4;271
Lisboa;Santa Maria Maior;Entire home/apt;50;2;422;4.97;11;345
Lisboa;Misericrdia;Entire home/apt;70;3;283;3.28;2;313
Lisboa;Estrela;Entire home/apt;85;3;130;1.51;1;328
Lisboa;Santa Maria Maior;Entire home/apt;100;3;1;0.01;1;324
Lisboa;Santo Antnio;Entire home/apt;41;2;314;3.63;4;313
Lisboa;Misericrdia;Entire home/apt;60;1;127;1.60;1;347
Lisboa;Areeiro;Entire home/apt;85;3;39;0.46;1;326
Lisboa;Santa Maria Maior;Entire home/apt;99;2;84;1.02;17;307
Cascais;Alcabideche;Entire home/apt;89;2;85;1.01;2;73
Cascais;Carcavelos e Parede;Private room;80;3;35;0.41;4;54
Lisboa;Santa Maria Maior;Entire home/apt;38;5;221;2.74;3;264
Lisboa;Misericrdia;Entire home/apt;80;3;51;0.75;2;296
Lisboa;Santo Antnio;Entire home/apt;185;2;176;2.23;3;324
Lisboa;Penha de Frana;Entire home/apt;50;5;19;0.23;1;313
Lisboa;Santa Maria Maior;Entire home/apt;70;2;141;1.87;1;351
Lisboa;Misericrdia;Entire home/apt;70;2;19;0.25;1;0
Cascais;Carcavelos e Parede;Entire home/apt;100;4;32;0.40;1;164
Lisboa;Misericrdia;Entire home/apt;140;3;38;0.49;70;180
Lisboa;Santa Maria Maior;Entire home/apt;120;2;159;1.91;18;260
Mafra;Santo Isidoro;Entire home/apt;160;2;59;0.74;1;353
Mafra;Igreja Nova e Cheleiros;Entire home/apt;130;2;9;0.17;5;357
Mafra;Igreja Nova e Cheleiros;Private room;60;2;3;0.07;5;360
Lisboa;Santo Antnio;Entire home/apt;45;4;159;1.98;2;338
Lisboa;Misericrdia;Entire home/apt;370;4;110;1.37;1;301
Lisboa;Arroios;Private room;25;1;42;0.52;4;271
Oeiras;Carnaxide e Queijas;Private room;65;1;0;;1;365
Oeiras;Carnaxide e Queijas;Private room;45;1;0;;1;365
Lisboa;Estrela;Entire home/apt;320;2;213;2.75;2;300
Lisboa;Santa Maria Maior;Entire home/apt;71;2;24;0.29;315;303
Lisboa;Misericrdia;Entire home/apt;70;2;349;4.20;2;212
Lisboa;Santa Maria Maior;Entire home/apt;65;2;154;1.83;2;329
Cascais;Cascais e Estoril;Entire home/apt;86;2;12;0.19;65;215
Lisboa;Misericrdia;Entire home/apt;80;2;369;4.39;1;227
Lisboa;Estrela;Entire home/apt;70;1;247;2.89;15;352
Lisboa;Alvalade;Entire home/apt;100;7;9;0.13;1;331
Alenquer;Ventosa;Entire home/apt;100;30;0;;1;365
Lisboa;Alcntara;Entire home/apt;75;2;19;0.29;1;358
Lisboa;Santa Maria Maior;Entire home/apt;69;3;327;3.87;4;170
Lisboa;Santa Maria Maior;Entire home/apt;70;3;160;2.15;12;34
Lisboa;Alvalade;Entire home/apt;65;5;28;0.35;1;347
Lisboa;Olivais;Private room;22;1;564;7.13;2;232
Lisboa;Misericrdia;Entire home/apt;72;2;433;5.15;2;146
Lisboa;Misericrdia;Entire home/apt;88;2;397;4.64;20;272
Lisboa;Estrela;Entire home/apt;49;2;238;3.12;1;351
Mafra;Carvoeira;Entire home/apt;50;3;12;0.18;4;365
Lisboa;Santo Antnio;Entire home/apt;195;3;78;1.68;22;246
Lisboa;So Vicente;Entire home/apt;138;2;12;0.18;6;330
Lisboa;Parque das Naes;Entire home/apt;90;5;0;;1;0
Lisboa;Santo Antnio;Private room;63;3;8;0.13;1;0
Lisboa;Santo Antnio;Entire home/apt;65;3;107;1.40;2;348
Lisboa;Santa Maria Maior;Entire home/apt;105;1;106;1.25;66;264
Lisboa;Santa Maria Maior;Entire home/apt;80;2;365;4.34;8;354
Lisboa;Misericrdia;Entire home/apt;133;2;461;5.42;20;330
Lisboa;Santa Maria Maior;Entire home/apt;71;2;145;1.78;14;355
Lisboa;Santa Maria Maior;Entire home/apt;99;2;147;1.84;14;343
Lisboa;Santo Antnio;Entire home/apt;120;3;93;1.22;1;114
Lisboa;Misericrdia;Entire home/apt;79;2;497;5.84;20;317
Lisboa;Arroios;Entire home/apt;95;3;1;0.01;55;352
Lisboa;Misericrdia;Entire home/apt;66;2;472;5.58;20;312
Lisboa;Misericrdia;Entire home/apt;97;2;228;2.71;20;135
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;65;2;160;2.44;3;363
Lisboa;Estrela;Entire home/apt;70;2;6;0.07;1;289
Lisboa;Misericrdia;Entire home/apt;139;2;222;2.64;2;315
Lisboa;Santa Maria Maior;Entire home/apt;70;2;69;0.87;1;343
Lisboa;Arroios;Entire home/apt;100;3;113;2.05;1;297
Lisboa;Areeiro;Entire home/apt;65;3;91;1.14;4;283
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;70;1;2;0.05;1;361
Mafra;Ericeira;Entire home/apt;59;4;22;0.28;1;364
Lisboa;Santa Maria Maior;Entire home/apt;44;4;241;2.87;1;346
Lisboa;Arroios;Entire home/apt;75;2;339;4.03;4;298
Lisboa;Santa Maria Maior;Entire home/apt;76;4;123;1.46;1;331
Lisboa;Santa Maria Maior;Entire home/apt;65;3;161;1.91;6;345
Lisboa;Santa Maria Maior;Entire home/apt;80;4;124;1.47;1;143
Lisboa;Santa Maria Maior;Private room;37;1;273;3.24;4;339
Lisboa;Arroios;Entire home/apt;139;1;106;1.32;26;296
Lisboa;Santa Maria Maior;Entire home/apt;87;1;125;1.51;26;358
Lisboa;Belm;Entire home/apt;50;2;7;0.14;192;311
Lisboa;Estrela;Entire home/apt;75;3;6;0.09;9;336
Lisboa;Estrela;Entire home/apt;140;2;114;1.42;1;355
Lisboa;Misericrdia;Entire home/apt;50;2;22;0.29;8;175
Lisboa;Misericrdia;Entire home/apt;69;2;3;0.04;8;186
Lisboa;Misericrdia;Entire home/apt;12;1;214;2.54;4;335
Lisboa;Misericrdia;Entire home/apt;180;3;19;0.24;3;306
Lisboa;Santa Maria Maior;Entire home/apt;100;2;8;0.17;7;0
Lisboa;So Vicente;Entire home/apt;59;2;51;0.97;7;299
Lisboa;Santo Antnio;Entire home/apt;85;3;88;1.10;1;323
Lisboa;Misericrdia;Entire home/apt;60;2;135;1.64;1;205
Lisboa;Santa Maria Maior;Entire home/apt;120;3;265;3.15;2;318
Lisboa;Santa Maria Maior;Entire home/apt;45;3;302;3.59;2;0
Lisboa;Santa Maria Maior;Entire home/apt;120;3;307;3.66;2;336
Lisboa;Misericrdia;Entire home/apt;35;1;105;2.75;4;287
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;75;7;19;0.35;1;215
Lisboa;Santa Maria Maior;Entire home/apt;90;3;3;0.04;3;75
Lisboa;Santa Maria Maior;Entire home/apt;44;2;182;2.25;1;69
Lisboa;Santa Maria Maior;Entire home/apt;75;3;6;0.08;3;67
Lisboa;Santa Maria Maior;Entire home/apt;150;2;164;1.98;3;290
Lisboa;Santa Maria Maior;Entire home/apt;75;3;290;3.45;20;343
Lisboa;Arroios;Entire home/apt;119;3;33;0.43;55;338
Lisboa;So Vicente;Entire home/apt;108;3;167;2.21;20;24
Lisboa;Santa Maria Maior;Entire home/apt;120;3;304;3.62;20;329
Lisboa;Arroios;Entire home/apt;75;2;265;3.24;4;321
Lisboa;Misericrdia;Entire home/apt;60;2;144;1.93;10;315
Mafra;Ericeira;Entire home/apt;99;5;23;0.29;1;69
Lisboa;Misericrdia;Entire home/apt;75;5;234;2.92;2;164
Lisboa;Santa Maria Maior;Entire home/apt;42;4;161;1.98;1;45
Lisboa;Misericrdia;Entire home/apt;160;3;111;1.62;1;333
Cascais;Cascais e Estoril;Entire home/apt;80;7;12;0.19;1;309
Lisboa;Misericrdia;Entire home/apt;59;3;76;0.98;1;6
Lisboa;Belm;Entire home/apt;35;1;173;2.64;1;0
Lisboa;Arroios;Entire home/apt;35;14;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;60;2;265;4.58;1;24
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;170;4;96;1.18;1;148
Lisboa;Arroios;Entire home/apt;55;2;269;3.34;3;0
Lisboa;Arroios;Entire home/apt;55;2;219;2.93;3;0
Lisboa;Avenidas Novas;Entire home/apt;90;7;55;0.69;1;164
Lisboa;Arroios;Entire home/apt;45;1;21;0.34;3;365
Lourinh;So Bartolomeu dos Galegos e Moledo;Entire home/apt;40;3;10;0.13;1;216
Lourinh;Lourinh e Atalaia;Private room;42;1;3;0.04;7;0
Lisboa;Ajuda;Entire home/apt;60;4;59;0.76;1;0
Lisboa;Estrela;Entire home/apt;45;2;234;2.88;4;0
Lisboa;Misericrdia;Entire home/apt;60;5;30;0.39;1;255
Lisboa;Arroios;Entire home/apt;55;3;151;2.32;3;257
Lisboa;Arroios;Entire home/apt;99;2;5;0.07;3;233
Sintra;Colares;Entire home/apt;300;6;13;0.20;1;293
Lisboa;Misericrdia;Entire home/apt;115;1;92;1.14;26;312
Lisboa;Santa Maria Maior;Entire home/apt;99;2;169;2.07;1;234
Lisboa;Misericrdia;Entire home/apt;85;2;132;1.63;3;357
Lisboa;Arroios;Private room;75;60;0;;1;365
Lisboa;Santa Maria Maior;Entire home/apt;40;14;142;1.74;1;297
Lisboa;Campo de Ourique;Entire home/apt;60;3;7;0.16;2;328
Lisboa;Santa Maria Maior;Entire home/apt;60;4;229;2.75;2;0
Lisboa;Santa Maria Maior;Entire home/apt;65;2;377;4.60;1;357
Lisboa;Misericrdia;Entire home/apt;51;2;3;0.20;22;347
Mafra;Ericeira;Private room;45;1;142;1.76;3;239
Lisboa;Estrela;Entire home/apt;45;2;233;2.88;4;0
Cascais;Cascais e Estoril;Entire home/apt;80;4;9;0.17;5;301
Lisboa;Misericrdia;Entire home/apt;55;3;193;2.61;4;272
Lisboa;Santo Antnio;Entire home/apt;74;3;107;1.33;2;303
Lisboa;Santa Maria Maior;Entire home/apt;55;3;395;4.86;1;265
Lisboa;Santa Maria Maior;Private room;32;1;314;3.81;4;269
Lisboa;Misericrdia;Entire home/apt;55;2;406;4.98;1;355
Lisboa;Avenidas Novas;Private room;35;3;36;0.45;1;365
Cascais;Cascais e Estoril;Entire home/apt;79;5;7;0.09;3;365
Lisboa;Santa Maria Maior;Entire home/apt;80;2;273;3.31;1;306
Lisboa;Santa Maria Maior;Entire home/apt;36;2;119;1.56;6;161
Lisboa;Misericrdia;Entire home/apt;200;3;96;1.40;25;308
Lisboa;Misericrdia;Private room;27;3;91;1.11;25;0
Lisboa;Misericrdia;Private room;27;3;88;1.06;25;318
Lisboa;Misericrdia;Private room;40;3;52;0.63;25;314
Lisboa;Misericrdia;Private room;23;3;93;1.13;25;321
Lisboa;So Vicente;Entire home/apt;65;1;1;0.01;1;331
Lisboa;Misericrdia;Entire home/apt;52;3;262;3.31;2;303
Lisboa;Campolide;Entire home/apt;80;28;11;0.14;4;210
Cascais;Cascais e Estoril;Entire home/apt;125;5;24;0.31;38;0
Lisboa;Avenidas Novas;Entire home/apt;50;3;52;0.67;1;339
Lisboa;Santa Maria Maior;Private room;30;1;326;3.97;4;205
Lisboa;Santa Maria Maior;Private room;35;1;346;4.34;4;317
Torres Vedras;Ramalhal;Entire home/apt;78;2;42;0.55;1;336
Lisboa;So Vicente;Entire home/apt;95;3;96;1.19;1;299
Cascais;Cascais e Estoril;Entire home/apt;100;7;0;;3;365
Lisboa;Santa Maria Maior;Entire home/apt;75;3;44;0.64;3;271
Lisboa;Misericrdia;Entire home/apt;64;2;245;3.02;1;340
Lisboa;Misericrdia;Entire home/apt;55;1;503;6.18;1;344
Lourinh;Lourinh e Atalaia;Private room;42;1;1;0.04;7;365
Lourinh;Lourinh e Atalaia;Shared room;21;1;2;0.04;7;0
Lisboa;Misericrdia;Entire home/apt;120;3;276;3.45;3;176
Lisboa;Santo Antnio;Entire home/apt;125;4;21;0.33;1;0
Lisboa;Misericrdia;Entire home/apt;100;1;305;3.73;15;334
Lisboa;Misericrdia;Entire home/apt;70;1;137;1.67;15;356
Lisboa;Santo Antnio;Entire home/apt;45;2;336;4.19;14;358
Lisboa;Estrela;Private room;25;3;68;0.87;4;348
Lisboa;Campo de Ourique;Private room;75;30;0;;1;365
Lisboa;Santa Maria Maior;Entire home/apt;50;3;92;1.14;3;270
Lisboa;Misericrdia;Entire home/apt;50;2;194;2.39;1;166
Cascais;Cascais e Estoril;Entire home/apt;50;3;97;1.21;16;188
Lisboa;Estrela;Entire home/apt;35;2;82;1.01;8;343
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Entire home/apt;45;2;55;0.71;1;71
Lisboa;Avenidas Novas;Entire home/apt;100;5;57;0.70;4;257
Lisboa;Santa Maria Maior;Entire home/apt;65;3;148;1.83;6;359
Lisboa;Santa Maria Maior;Entire home/apt;55;3;109;1.39;6;365
Lisboa;Santa Maria Maior;Entire home/apt;50;3;247;3.04;16;0
Lisboa;Arroios;Entire home/apt;65;3;8;0.10;2;349
Lisboa;Santa Maria Maior;Entire home/apt;50;3;352;4.35;6;258
Cascais;Carcavelos e Parede;Entire home/apt;53;3;126;1.63;2;0
Mafra;Mafra;Private room;135;2;0;;1;365
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;50;3;19;0.99;4;0
Lisboa;Santa Maria Maior;Entire home/apt;100;1;354;4.33;3;324
Lisboa;Belm;Entire home/apt;70;3;19;0.24;1;365
Lisboa;Santa Maria Maior;Entire home/apt;130;3;81;1.05;1;163
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;85;3;3;0.05;2;340
Lisboa;Santa Maria Maior;Entire home/apt;70;1;213;2.62;6;355
Lisboa;Misericrdia;Entire home/apt;65;3;348;4.29;2;75
Mafra;Santo Isidoro;Entire home/apt;150;5;102;1.29;1;297
Lisboa;Misericrdia;Entire home/apt;55;2;385;4.76;3;258
Sintra;Rio de Mouro;Entire home/apt;210;5;20;0.26;1;365
Cascais;Cascais e Estoril;Entire home/apt;199;2;16;0.22;1;0
Lisboa;Misericrdia;Entire home/apt;45;2;367;4.55;2;310
Lisboa;Misericrdia;Entire home/apt;50;3;139;1.74;1;364
Lisboa;Santo Antnio;Entire home/apt;60;2;179;2.23;1;308
Lisboa;Santo Antnio;Shared room;100;1;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;50;3;251;3.14;1;319
Cascais;Cascais e Estoril;Entire home/apt;119;4;13;0.16;2;255
Lisboa;Misericrdia;Entire home/apt;100;1;173;2.14;66;320
Lisboa;Misericrdia;Entire home/apt;100;3;256;3.21;22;323
Lisboa;Misericrdia;Entire home/apt;80;2;28;0.35;65;334
Lisboa;Santa Maria Maior;Entire home/apt;45;3;173;2.19;2;335
Lisboa;Arroios;Entire home/apt;99;3;42;0.53;315;314
Lisboa;Misericrdia;Entire home/apt;69;2;144;1.79;8;340
Lisboa;Arroios;Entire home/apt;62;4;78;1.15;2;353
Lisboa;So Vicente;Entire home/apt;72;3;60;1.06;1;322
Cascais;Cascais e Estoril;Entire home/apt;190;3;49;0.66;1;362
Mafra;Ericeira;Entire home/apt;160;3;74;0.94;1;329
Lisboa;Santa Maria Maior;Entire home/apt;95;3;199;2.48;2;347
Lisboa;Santa Maria Maior;Entire home/apt;75;2;124;1.62;2;329
Lourinh;Lourinh e Atalaia;Shared room;21;1;2;0.04;7;365
Lisboa;Misericrdia;Entire home/apt;75;3;28;0.39;4;354
Sintra;Colares;Entire home/apt;200;2;19;0.36;4;363
Lisboa;So Vicente;Entire home/apt;65;3;124;1.82;1;343
Lisboa;So Vicente;Entire home/apt;300;3;87;2.20;1;35
Lisboa;So Vicente;Entire home/apt;49;6;68;0.85;2;332
Lisboa;Santo Antnio;Entire home/apt;30;4;167;2.08;2;335
Lisboa;Arroios;Entire home/apt;75;2;205;2.60;4;328
Lisboa;Santa Maria Maior;Entire home/apt;119;3;204;2.56;2;279
Lisboa;Misericrdia;Entire home/apt;250;3;76;1.21;3;339
Lisboa;Estrela;Entire home/apt;80;2;308;3.85;2;250
Lisboa;Santa Maria Maior;Entire home/apt;93;2;427;5.31;20;289
Lisboa;Misericrdia;Entire home/apt;121;1;233;2.91;27;287
Lisboa;Misericrdia;Entire home/apt;39;2;204;2.55;6;323
Lisboa;Santa Maria Maior;Entire home/apt;126;2;6;0.08;3;0
Lisboa;Santa Maria Maior;Entire home/apt;97;2;399;4.98;20;277
Lisboa;Santo Antnio;Entire home/apt;69;2;183;2.30;6;349
Lourinh;Lourinh e Atalaia;Entire home/apt;45;2;32;0.40;1;365
Lisboa;Misericrdia;Entire home/apt;40;1;666;8.36;1;250
Lisboa;Arroios;Entire home/apt;69;5;17;0.22;1;200
Cascais;Cascais e Estoril;Entire home/apt;210;7;14;0.21;2;365
Sintra;Colares;Entire home/apt;60;5;14;0.18;9;364
Lourinh;Lourinh e Atalaia;Entire home/apt;125;4;4;0.05;2;363
Lisboa;Santa Maria Maior;Entire home/apt;93;2;365;4.63;20;280
Lisboa;Misericrdia;Entire home/apt;40;3;278;3.48;6;341
Lisboa;Arroios;Entire home/apt;90;3;2;0.14;4;229
Lisboa;Santa Maria Maior;Entire home/apt;70;3;31;0.42;1;346
Lisboa;Misericrdia;Entire home/apt;47;2;447;5.59;1;57
Lisboa;Arroios;Entire home/apt;120;3;48;0.60;1;339
Lisboa;Misericrdia;Entire home/apt;100;1;129;1.62;15;328
Lisboa;Santa Maria Maior;Entire home/apt;58;3;203;2.54;1;265
Lisboa;Misericrdia;Entire home/apt;105;1;167;2.09;66;274
Lisboa;Olivais;Private room;35;1;287;3.62;1;349
Lisboa;Santo Antnio;Entire home/apt;110;2;49;0.64;1;349
Cascais;Carcavelos e Parede;Entire home/apt;48;3;60;0.92;1;0
Lisboa;So Vicente;Entire home/apt;110;2;131;1.64;1;354
Lisboa;Misericrdia;Entire home/apt;50;1;196;2.46;15;347
Lisboa;Ajuda;Entire home/apt;60;2;47;0.59;1;0
Lisboa;Misericrdia;Entire home/apt;69;4;36;0.46;8;273
Cascais;Cascais e Estoril;Entire home/apt;80;7;52;0.77;1;363
Lisboa;Santa Maria Maior;Entire home/apt;89;2;400;5.04;20;170
Lisboa;Misericrdia;Entire home/apt;100;1;219;2.74;15;333
Lisboa;Santo Antnio;Entire home/apt;40;2;285;3.64;1;304
Lisboa;Arroios;Entire home/apt;75;2;210;2.71;3;0
Cascais;Cascais e Estoril;Entire home/apt;135;7;22;0.28;1;362
Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;Entire home/apt;28;2;40;0.52;8;325
Lisboa;Arroios;Private room;20;2;6;0.22;1;0
Lisboa;Misericrdia;Private room;35;2;92;1.18;3;243
Lisboa;Alvalade;Entire home/apt;99;4;11;0.23;2;348
Lisboa;Campolide;Entire home/apt;150;3;1;0.02;1;0
Cascais;Cascais e Estoril;Private room;45;1;29;0.36;4;331
Lisboa;Misericrdia;Entire home/apt;70;1;223;2.79;15;320
Lisboa;So Vicente;Entire home/apt;35;3;469;5.91;1;275
Lisboa;Santa Maria Maior;Entire home/apt;50;3;214;2.83;4;166
Lisboa;Santa Maria Maior;Entire home/apt;32;3;238;3.12;1;28
